transaction_id,customer_id,items_total,total_amount,order_date
544810,17675,203,635.41,2023-02-13
544811,12471,201,388.3,2023-08-04
544813,15984,43,104.95,2023-02-26
544815,17171,185,224.91,2023-08-19
544816,13090,192,485.04,2023-10-30
544817,12437,266,344.0,2023-01-05
544818,12437,96,95.76,2023-04-30
544819,12748,34,69.59,2023-10-31
544821,12971,64,109.0,2023-01-30
544822,18231,180,291.0,2023-04-22
544823,14004,382,900.02,2023-07-25
544824,17139,894,2639.38,2023-01-28
544825,15606,78,305.7,2023-02-14
544826,14513,7,18.75,2023-02-15
544833,15974,388,769.24,2023-02-25
544835,17830,48,188.5,2023-10-29
544836,17613,175,310.71,2023-01-14
544837,15910,141,161.41,2023-07-07
544838,12565,80,145.92,2023-06-20
544839,14841,355,596.79,2023-02-02
544846,16719,133,169.33,2023-08-23
544847,16086,33,101.19,2023-03-23
544885,14243,100,339.4,2023-09-04
544886,12582,141,205.16,2023-06-04
544887,17364,339,504.56,2023-02-22
544888,14231,117,308.95,2023-07-24
544892,14527,16,77.95,2023-12-01
544893,17865,566,596.24,2023-04-30
544894,15805,362,553.76,2023-08-14
544895,14189,121,214.71,2023-02-03
544896,17867,2,25.5,2023-11-21
544898,14880,66,129.2,2023-11-21
544899,13118,97,190.93,2023-08-16
544900,15121,125,295.15,2023-04-13
544903,18065,139,405.03,2023-08-23
544904,13018,107,311.25,2023-10-08
544905,17117,68,116.2,2023-02-16
544906,17017,308,528.32,2023-04-10
544907,12945,165,462.95,2023-05-01
544908,18056,211,363.65,2023-03-11
544909,14298,1814,1991.26,2023-09-29
544910,16072,140,584.32,2023-03-20
544911,16838,93,392.12,2023-12-29
544912,18198,302,303.22,2023-03-18
544913,15543,86,127.86,2023-06-08
544914,16722,229,314.36,2023-03-30
544915,13777,90,179.04,2023-09-17
544916,17377,89,132.17,2023-10-28
544917,13751,152,296.25,2023-06-21
544918,13081,561,836.24,2023-06-04
544919,13725,98,147.3,2023-04-12
544920,13081,221,736.95,2023-02-06
544921,17090,208,400.8,2023-12-05
544922,15847,348,180.68,2023-12-09
544923,12877,16,79.2,2023-06-24
544924,13851,150,246.32,2023-11-28
544925,16997,120,234.0,2023-01-25
544926,13468,32,105.2,2023-07-15
544929,15189,100,310.92,2023-10-14
544930,17472,141,189.56,2023-08-16
544931,13501,560,1340.32,2023-04-15
544932,16133,144,307.2,2023-06-19
544933,12633,589,1012.82,2023-02-20
544934,13345,141,389.5,2023-09-25
544935,13870,384,544.03,2023-08-08
544936,15769,204,1295.4,2023-04-11
544937,12839,212,351.56,2023-07-06
544939,17034,98,141.8,2023-02-15
544940,16592,334,455.28,2023-04-21
544941,12841,120,169.94,2023-09-26
544942,15544,304,365.1,2023-08-12
544943,15845,358,929.22,2023-03-31
544944,14541,96,292.4,2023-09-28
544945,17735,508,847.38,2023-03-18
544968,13458,350,676.92,2023-02-27
544969,15712,109,299.8,2023-03-20
544970,13362,336,812.7,2023-05-17
544996,12474,124,287.58,2023-06-05
544998,14470,138,297.64,2023-05-12
544999,17388,360,381.6,2023-04-29
545000,15281,85,234.15,2023-07-15
545001,16841,230,317.38,2023-07-09
545002,13001,220,278.28,2023-08-07
545004,13753,512,741.26,2023-04-07
545011,13666,13,43.65,2023-10-31
545012,13666,24,20.4,2023-03-17
545013,13093,283,467.52,2023-03-20
545014,18223,211,502.85,2023-03-11
545015,13742,51,176.05,2023-05-09
545016,16473,67,68.4,2023-08-20
545017,12361,91,189.9,2023-01-16
545018,14481,234,302.86,2023-10-01
545019,15093,813,759.08,2023-09-12
545020,13792,28,74.6,2023-01-25
545021,17663,179,371.39,2023-08-10
545022,12921,229,522.75,2023-08-09
545023,12921,552,678.15,2023-12-11
545026,15939,204,247.8,2023-11-16
545028,13973,109,264.7,2023-06-01
545029,14541,20,69.0,2023-03-07
545030,13798,396,532.72,2023-01-01
545031,15990,171,401.37,2023-07-13
545032,14051,100,476.8,2023-02-27
545034,13493,66,179.35,2023-08-03
545035,15078,202,430.26,2023-08-25
545036,14573,39,168.6,2023-06-05
545037,14532,66,386.9,2023-10-14
545038,13684,38,65.13,2023-12-11
545039,17243,145,344.05,2023-01-27
545041,14952,209,524.95,2023-01-29
545042,13261,190,845.1,2023-07-04
545043,16407,78,197.15,2023-11-10
545044,15738,204,333.92,2023-11-22
545045,15708,248,592.55,2023-09-29
545046,16598,73,145.05,2023-01-02
545047,14147,40,182.8,2023-04-03
545048,14810,87,180.65,2023-10-17
545049,15046,101,109.85,2023-04-19
545050,15951,174,375.17,2023-10-01
545051,12599,71,110.6,2023-09-14
545052,13971,260,333.48,2023-08-24
545053,17516,209,318.03,2023-01-26
545054,14472,288,397.92,2023-08-28
545055,17516,4,6.6,2023-02-10
545056,16745,505,486.65,2023-06-07
545057,13630,140,299.14,2023-01-20
545058,13767,169,317.87,2023-10-06
545059,14157,186,269.18,2023-05-10
545060,15547,268,392.84,2023-11-28
545061,15547,1,14.95,2023-05-03
545062,12748,99,267.2,2023-04-14
545063,14606,47,134.72,2023-01-18
545064,13636,65,154.5,2023-10-19
545065,12431,217,412.55,2023-02-16
545066,13610,103,234.12,2023-07-15
545067,17894,64,258.4,2023-09-12
545069,14745,188,240.6,2023-12-16
545070,16493,168,240.0,2023-03-29
545071,15996,118,210.09,2023-01-27
545072,12781,346,549.26,2023-01-19
545073,14036,268,626.65,2023-07-16
545074,17655,278,306.7,2023-08-16
545075,14211,168,319.9,2023-02-06
545076,15235,147,147.9,2023-08-01
545077,14616,24,10.08,2023-02-04
545079,18283,58,100.95,2023-09-21
545080,13004,301,301.91,2023-06-21
545081,16057,217,683.98,2023-05-18
545082,16992,228,421.6,2023-07-06
545083,15724,31,103.65,2023-07-31
545084,12458,270,441.92,2023-01-07
545085,15039,424,891.83,2023-11-21
545086,12678,214,353.43,2023-08-14
545087,16422,467,513.45,2023-04-14
545103,15039,2,11.9,2023-01-09
545105,12598,316,720.86,2023-03-03
545140,12464,15,149.95,2023-04-23
545148,13675,204,308.44,2023-02-23
545149,15062,101,251.9,2023-06-19
545150,14227,385,736.7,2023-08-13
545151,16668,84,50.76,2023-09-28
545152,15227,208,306.84,2023-12-14
545153,16667,77,200.4,2023-02-27
545154,12921,206,425.5,2023-02-25
545155,14527,20,122.0,2023-12-18
545156,13509,260,209.32,2023-09-08
545157,14239,150,205.38,2023-12-12
545158,15874,52,584.35,2023-05-04
545159,12748,17,13.05,2023-01-04
545161,16187,124,195.0,2023-11-19
545162,16187,247,480.9,2023-08-18
545163,16607,139,216.05,2023-12-23
545164,16458,98,173.7,2023-03-12
545165,16339,21,94.05,2023-04-04
545166,17027,85,232.43,2023-06-04
545170,14078,34,170.05,2023-08-21
545180,12728,73,200.72,2023-03-20
545181,12509,55,176.5,2023-09-04
545182,14046,460,154.99,2023-07-13
545183,15570,100,314.9,2023-01-11
545184,13292,133,249.57,2023-05-14
545185,16027,144,79.2,2023-12-11
545186,17841,114,229.9,2023-11-09
545187,16427,84,109.8,2023-07-12
545188,14056,366,582.37,2023-07-09
545190,15656,89,242.95,2023-04-21
545191,12811,104,240.25,2023-08-20
545213,16518,124,190.7,2023-04-05
545214,17165,100,158.68,2023-10-04
545218,17462,155,463.41,2023-10-29
545220,14620,73,235.35,2023-03-14
545221,14740,260,521.1,2023-03-13
545222,13880,94,200.1,2023-02-03
545223,16462,4,34.0,2023-10-25
545224,17068,86,182.7,2023-09-27
545225,12971,136,161.8,2023-04-28
545226,12428,852,1943.4,2023-12-13
545227,12428,1273,2474.62,2023-03-04
545228,16078,16,79.2,2023-05-28
545229,16915,18,54.3,2023-02-05
545231,15194,255,307.62,2023-03-15
545232,15676,555,897.8,2023-06-28
545233,18044,100,72.12,2023-02-28
545234,18075,109,256.85,2023-07-06
545235,12683,247,352.2,2023-12-12
545237,15709,121,133.25,2023-07-29
545238,15241,434,395.33,2023-11-07
545276,12933,65,110.75,2023-07-24
545279,17811,53,122.5,2023-09-24
545287,15971,60,117.0,2023-05-17
545288,15311,1003,1390.06,2023-04-28
545289,14732,242,470.88,2023-06-07
545290,14688,113,209.05,2023-06-27
545294,17965,298,313.58,2023-06-29
545295,12709,384,762.5,2023-02-27
545300,15092,116,323.16,2023-01-02
545301,12679,333,794.06,2023-07-04
545302,14506,107,297.16,2023-09-26
545303,15319,175,204.5,2023-04-21
545304,16212,151,498.15,2023-07-23
545305,15257,46,317.15,2023-05-23
545306,17027,6,13.2,2023-01-12
545308,14656,40,133.11,2023-08-18
545309,13884,49,138.15,2023-05-03
545310,15456,21,17.67,2023-04-21
545311,15660,108,155.0,2023-01-20
545312,15456,202,185.7,2023-04-26
545313,15953,135,242.03,2023-08-20
545314,12866,171,559.12,2023-05-13
545318,14676,504,556.32,2023-09-30
545319,16839,152,412.32,2023-03-09
545320,14156,669,2541.15,2023-11-06
545321,12747,146,310.78,2023-11-22
545322,13599,349,580.57,2023-07-07
545323,12352,26,144.35,2023-11-05
545324,13110,68,268.6,2023-04-01
545325,16525,322,329.34,2023-03-01
545326,14560,5,34.75,2023-08-17
545327,13166,216,417.2,2023-04-23
545328,16389,59,119.65,2023-09-20
545331,17961,2,2.5,2023-03-24
545332,12352,3,840.3,2023-09-04
545334,15750,256,270.4,2023-03-17
545336,12428,2,551.2,2023-08-04
545337,15984,120,227.6,2023-05-06
545338,17449,156,338.34,2023-04-18
545339,14292,228,463.0,2023-07-05
545340,15416,786,1375.24,2023-09-13
545341,17949,150,1642.5,2023-07-15
545342,13497,109,194.55,2023-01-14
545343,15733,62,162.3,2023-09-12
545344,16678,182,312.18,2023-11-20
545345,14180,41,382.1,2023-05-05
545346,12834,110,312.38,2023-10-10
545347,13094,72,76.32,2023-09-06
545348,12913,87,134.97,2023-02-06
545349,18118,146,172.6,2023-01-26
545377,14606,62,122.07,2023-01-13
545398,13722,958,1463.47,2023-09-13
545399,14934,459,828.84,2023-07-03
545400,17048,281,501.99,2023-11-18
545408,15067,335,848.05,2023-04-21
545410,16670,371,615.33,2023-04-02
545411,16128,174,388.3,2023-09-23
545412,15061,203,597.81,2023-05-10
545413,15061,750,255.0,2023-11-15
545414,12980,24,838.8,2023-07-20
545415,15641,309,453.79,2023-02-01
545416,17770,231,603.17,2023-05-18
545417,15622,222,576.0,2023-08-06
545418,14473,10,85.0,2023-04-07
545419,15104,220,374.64,2023-11-19
545423,15643,176,337.1,2023-03-26
545425,16792,43,100.43,2023-09-16
545426,15189,82,276.66,2023-08-17
545427,16792,1,9.95,2023-12-16
545428,14239,148,430.5,2023-01-06
545429,15031,67,150.83,2023-09-10
545430,15636,82,306.7,2023-08-05
545431,12873,128,374.0,2023-01-06
545433,17923,50,207.5,2023-08-31
545435,16217,60,183.0,2023-01-08
545441,14657,62,108.32,2023-08-25
545445,17738,292,779.92,2023-11-19
545447,17426,546,1193.88,2023-06-19
545448,12753,6,15.3,2023-07-28
545459,17576,150,136.12,2023-01-11
545460,13230,133,275.53,2023-11-29
545461,14388,219,401.45,2023-01-09
545462,17567,348,535.38,2023-08-08
545463,13784,57,96.75,2023-11-30
545465,16957,64,114.84,2023-10-27
545466,18102,200,1396.0,2023-06-06
545467,15304,15,105.45,2023-10-06
545468,16571,378,436.68,2023-02-19
545469,17646,85,345.85,2023-09-24
545470,14483,97,137.1,2023-10-25
545471,15087,470,306.94,2023-10-23
545474,16709,363,1120.53,2023-10-05
545475,12415,10272,16726.84,2023-06-06
545477,14573,28,134.5,2023-03-18
545503,15719,78,183.65,2023-08-08
545505,17856,347,482.81,2023-01-13
545512,17389,42,124.68,2023-02-11
545514,15053,257,222.65,2023-04-22
545515,12727,317,534.76,2023-01-31
545517,12727,25,38.4,2023-05-08
545518,18218,310,289.22,2023-02-08
545519,16159,236,348.2,2023-03-11
545521,17995,133,76.1,2023-04-03
545522,15596,149,303.03,2023-02-01
545523,14524,69,194.6,2023-04-23
545524,17374,29,191.95,2023-02-28
545526,17789,74,225.9,2023-01-20
545530,17416,1345,2114.71,2023-03-03
545533,12524,343,475.44,2023-10-30
545534,17652,98,222.3,2023-07-02
545535,13199,96,73.92,2023-09-02
545536,12417,126,410.0,2023-11-06
545543,13476,164,727.6,2023-03-15
545544,14057,459,294.33,2023-04-03
545545,17841,87,187.11,2023-03-27
545550,18041,203,148.49,2023-09-17
545555,17757,57,137.62,2023-11-24
545557,12500,193,249.84,2023-03-04
545558,17873,302,485.78,2023-09-22
545559,15005,137,287.22,2023-05-20
545570,12817,53,166.04,2023-02-22
545571,17700,319,602.61,2023-01-11
545573,15393,94,124.1,2023-05-18
545574,13959,80,122.7,2023-03-12
545575,13014,146,515.38,2023-12-07
545576,15611,13,99.75,2023-10-16
545577,14702,47,161.5,2023-02-07
545578,13715,95,137.49,2023-11-14
545579,17508,289,387.31,2023-07-23
545580,13931,211,378.21,2023-07-29
545582,13694,1976,3547.34,2023-05-21
545583,12553,125,317.25,2023-05-13
545585,12541,288,312.4,2023-01-26
545587,14796,221,281.49,2023-05-14
545588,13382,131,222.99,2023-08-06
545589,17001,178,333.2,2023-04-23
545590,15220,275,316.11,2023-01-07
545591,17581,235,356.9,2023-04-02
545592,17581,125,369.95,2023-08-30
545593,17581,16,102.4,2023-01-10
545595,14570,85,167.91,2023-08-27
545596,14447,136,265.0,2023-08-23
545597,14570,10,50.15,2023-05-28
545601,15827,52,152.0,2023-10-14
545602,17315,87,109.16,2023-11-16
545603,15827,14,38.1,2023-01-11
545630,14466,108,332.4,2023-06-14
545634,14911,264,308.18,2023-03-29
545635,13557,224,240.68,2023-04-29
545636,16449,237,416.69,2023-02-17
545637,15514,261,292.03,2023-03-08
545638,13113,85,235.91,2023-01-17
545644,16333,3528,1920.48,2023-12-05
545645,12755,3,17.55,2023-07-27
545646,14779,14,38.0,2023-06-28
545647,12547,109,159.4,2023-03-07
545648,17325,60,96.8,2023-12-17
545649,14995,51,119.31,2023-12-28
545652,16414,16,50.8,2023-05-10
545653,15311,579,935.54,2023-09-05
545654,15681,256,345.68,2023-11-24
545655,14670,66,96.24,2023-11-06
545656,14057,12,99.0,2023-01-07
545657,14911,593,877.31,2023-02-19
545658,14670,260,296.62,2023-05-30
545659,15675,36,45.0,2023-12-29
545660,17191,159,310.77,2023-07-18
545661,15358,739,829.85,2023-02-08
545662,15358,92,208.2,2023-05-09
545663,13491,203,162.08,2023-09-09
545664,12584,84,463.63,2023-06-24
545665,17535,136,164.4,2023-10-28
545668,14031,301,532.13,2023-04-15
545669,17243,64,177.6,2023-09-09
545670,15465,65,292.75,2023-03-20
545675,18223,12,15.0,2023-05-07
545676,15034,152,246.76,2023-12-09
545680,15400,190,346.1,2023-04-10
545681,16923,289,655.03,2023-03-09
545682,14701,111,253.79,2023-08-05
545683,14903,232,529.88,2023-07-13
545684,15606,76,279.8,2023-09-05
545685,14499,70,122.87,2023-02-12
545686,18211,56,137.9,2023-02-11
545687,17769,344,506.35,2023-12-27
545688,16033,211,630.22,2023-11-26
545690,13263,185,427.03,2023-10-06
545691,14161,140,263.04,2023-12-19
545692,17428,188,510.7,2023-02-08
545693,16422,746,796.86,2023-10-04
545694,16422,96,120.0,2023-09-24
545695,17050,340,826.37,2023-02-15
545696,15696,111,222.05,2023-01-30
545697,14504,110,147.23,2023-04-09
545698,15572,19,225.14,2023-07-07
545699,15572,196,220.77,2023-03-01
545700,17811,150,166.45,2023-06-02
545701,17107,826,1695.21,2023-08-10
545702,14247,47,136.77,2023-01-03
545704,16638,23,215.55,2023-09-22
545705,15554,74,217.2,2023-09-04
545706,12712,91,219.3,2023-09-13
545707,13881,506,673.9,2023-06-06
545708,14915,76,142.28,2023-05-10
545709,12708,191,282.66,2023-03-19
545710,13117,72,90.6,2023-04-13
545711,16136,66,159.3,2023-08-28
545712,18280,45,180.6,2023-07-24
545718,12614,76,315.6,2023-10-05
545719,13344,599,1656.15,2023-02-03
545721,15039,251,590.5,2023-03-08
545722,16013,96,475.2,2023-12-30
545725,16621,47,162.85,2023-07-19
545738,17571,72,75.6,2023-03-29
545748,17381,1476,1588.68,2023-11-30
545752,17381,888,431.28,2023-05-22
545759,16316,204,806.05,2023-08-06
545764,13408,130,294.17,2023-09-26
545790,16316,2,17.0,2023-12-18
545797,16225,176,326.91,2023-03-10
545812,14214,313,638.65,2023-12-30
545815,14012,160,328.8,2023-09-27
545819,16356,44,102.0,2023-12-04
545820,13884,14,40.2,2023-06-15
545821,13001,338,591.02,2023-11-23
545822,13884,2,17.9,2023-05-16
545826,17696,301,318.24,2023-09-01
545830,17634,123,451.66,2023-04-08
545835,17654,41,117.55,2023-01-11
545838,14606,49,100.97,2023-07-16
545842,15498,238,557.0,2023-12-02
545845,12754,12,16.05,2023-10-30
545851,15026,58,108.98,2023-04-06
545853,16517,96,162.7,2023-06-19
545854,14817,374,580.79,2023-12-25
545855,15290,138,246.3,2023-01-06
545856,16225,24,89.7,2023-03-27
545859,15498,276,593.92,2023-01-30
545865,15769,1548,2597.4,2023-11-19
545868,17841,52,145.7,2023-05-24
545869,17162,143,196.45,2023-02-17
545870,17162,6,15.3,2023-03-23
545871,17092,109,134.9,2023-12-21
545872,15752,282,379.25,2023-10-15
545873,13092,22,110.2,2023-01-14
545874,12841,70,79.4,2023-01-10
545883,15974,45,147.95,2023-07-29
545888,13798,322,416.22,2023-09-09
545889,15291,1,45.0,2023-12-02
545890,16782,24,92.8,2023-06-04
545894,16242,95,211.36,2023-12-08
545896,15869,118,61.59,2023-05-21
545898,15869,57,88.05,2023-02-01
545899,17817,25,74.7,2023-03-27
545900,17817,1,195.0,2023-01-23
545901,15834,404,1022.77,2023-12-05
545902,15834,2,250.0,2023-03-03
545904,13468,43,126.65,2023-03-10
545905,15234,196,197.0,2023-11-15
545906,15764,623,1120.93,2023-09-09
545907,15806,274,300.36,2023-06-04
545908,14709,251,461.25,2023-02-21
545909,15819,522,639.64,2023-07-23
545910,14586,444,237.36,2023-01-24
545911,17940,864,181.44,2023-05-28
545912,15944,50,325.1,2023-02-13
545913,16779,220,431.58,2023-10-05
545914,13340,1605,3678.03,2023-02-19
545915,17419,168,329.08,2023-08-17
545916,12528,77,278.13,2023-06-27
545918,16917,232,391.52,2023-11-11
545928,14407,134,357.18,2023-03-27
545933,13908,349,496.0,2023-01-03
545937,12758,1109,1570.19,2023-11-27
545945,16710,72,122.61,2023-06-11
545978,13975,446,671.16,2023-07-02
545979,12748,116,111.0,2023-04-03
545980,14730,138,250.87,2023-09-19
545987,17389,18,105.54,2023-10-25
545988,12662,169,301.4,2023-02-05
545989,14560,32,301.4,2023-08-07
545991,15311,565,896.71,2023-05-16
545992,16927,23,123.35,2023-12-25
545993,13777,199,421.09,2023-01-02
545994,12623,191,305.1,2023-01-22
545995,15023,414,759.44,2023-05-18
545996,14367,480,983.16,2023-04-10
545998,13373,458,987.7,2023-09-12
545999,13089,699,1195.95,2023-09-26
546000,13089,32,72.0,2023-11-25
546001,13854,52,329.36,2023-04-14
546003,16712,153,366.57,2023-01-06
546005,14426,379,794.41,2023-04-30
546006,17639,49,108.5,2023-06-14
546009,16426,157,328.37,2023-10-15
546011,17306,936,367.2,2023-05-09
546013,16495,165,238.01,2023-01-10
546014,16495,1,8.5,2023-07-17
546015,14336,434,534.42,2023-06-26
546017,14507,222,339.36,2023-10-10
546019,14507,50,39.49,2023-09-17
546027,12759,277,444.8,2023-11-16
546028,17049,314,924.54,2023-02-26
546029,15206,6,17.7,2023-07-14
546030,14013,90,118.5,2023-04-27
546031,13267,90,201.5,2023-05-27
546032,13267,45,85.15,2023-11-15
546033,13267,2,15.9,2023-05-17
546034,14032,291,309.64,2023-03-12
546035,12924,76,229.8,2023-09-10
546036,14645,78,240.1,2023-01-04
546037,14825,52,247.4,2023-04-17
546038,15071,165,588.67,2023-08-25
546062,16221,215,148.63,2023-05-21
546067,17450,780,2099.7,2023-10-20
546079,14534,87,188.25,2023-10-18
546082,12971,612,221.4,2023-12-11
546083,12971,50,38.98,2023-05-22
546084,14112,384,617.1,2023-02-21
546087,13026,156,84.36,2023-07-02
546088,12881,21,298.0,2023-11-21
546089,17864,347,200.85,2023-06-04
546090,16525,306,660.34,2023-12-15
546091,14936,944,1576.36,2023-12-19
546092,17138,126,380.5,2023-08-30
546096,15502,1566,1711.06,2023-12-22
546100,16572,202,342.58,2023-11-27
546101,14803,48,188.64,2023-07-03
546102,16316,6,17.7,2023-09-30
546103,13093,124,304.5,2023-09-01
546104,14527,15,98.7,2023-01-05
546105,14662,222,260.03,2023-06-19
546107,17238,133,227.32,2023-11-25
546108,15529,334,381.21,2023-03-08
546110,17770,32,261.6,2023-02-21
546111,14165,53,120.44,2023-09-06
546112,15769,200,330.0,2023-03-01
546113,14344,157,146.18,2023-12-22
546115,15379,188,371.84,2023-02-10
546116,15367,412,764.58,2023-06-03
546117,16771,353,704.33,2023-09-19
546118,13078,212,846.45,2023-12-26
546119,16945,201,308.98,2023-04-23
546120,16945,104,79.92,2023-06-14
546121,14085,107,155.45,2023-06-23
546122,15581,35,91.54,2023-06-30
546123,16419,107,264.27,2023-07-20
546127,17730,158,411.18,2023-11-05
546132,15057,54,358.5,2023-09-22
546133,14291,516,984.88,2023-07-21
546134,13493,314,439.28,2023-11-02
546135,12388,90,210.9,2023-03-17
546153,13538,50,337.5,2023-03-25
546154,13953,400,500.0,2023-01-28
546155,15632,307,394.63,2023-10-19
546156,14297,78,232.6,2023-07-01
546157,13502,50,74.56,2023-09-07
546158,13899,122,298.5,2023-02-16
546159,16471,141,223.95,2023-08-28
546160,15838,1844,3277.24,2023-10-18
546161,17404,144,122.4,2023-02-09
546163,17377,57,146.23,2023-10-12
546164,15939,165,547.35,2023-04-25
546165,18183,120,312.8,2023-03-24
546166,16553,208,270.4,2023-03-22
546169,14603,400,660.0,2023-01-31
546171,16359,90,130.56,2023-12-29
546172,14156,264,585.32,2023-11-12
546182,14334,249,366.53,2023-12-30
546189,13102,191,300.54,2023-06-15
546190,13102,80,199.2,2023-09-24
546212,14156,2826,3500.5,2023-04-17
546213,14156,108,1614.6,2023-01-20
546215,14713,87,124.95,2023-01-23
546216,18173,664,853.48,2023-09-29
546218,14667,58,144.9,2023-01-19
546220,16745,584,541.1,2023-03-07
546223,14854,288,462.28,2023-08-08
546230,13871,145,397.55,2023-02-26
546235,14976,46,115.57,2023-06-18
546236,12370,1005,938.39,2023-12-13
546237,16625,164,333.08,2023-04-11
546239,14064,167,185.15,2023-04-07
546242,16743,306,360.78,2023-04-04
546243,15308,175,310.47,2023-11-04
546246,14841,322,789.9,2023-08-28
546247,18086,106,101.34,2023-06-16
546248,16477,112,214.5,2023-09-13
546249,14606,47,99.95,2023-05-02
546250,14350,183,282.93,2023-12-27
546251,16553,872,576.1,2023-01-01
546252,14930,701,1104.13,2023-11-15
546253,16080,66,130.26,2023-04-08
546254,14727,62,268.58,2023-05-28
546255,13468,180,245.52,2023-07-09
546261,17841,70,137.84,2023-02-27
546263,14156,218,461.6,2023-08-10
546275,13126,246,209.94,2023-11-12
546279,17841,1,4.25,2023-05-13
546301,16778,66,93.18,2023-11-19
546304,14077,63,117.11,2023-11-15
546305,14056,156,232.43,2023-09-07
546310,15291,52,330.6,2023-03-24
546314,16808,116,166.5,2023-11-04
546315,16558,160,365.18,2023-09-16
546316,17076,54,182.7,2023-03-17
546317,14913,484,314.96,2023-05-22
546318,16013,100,255.0,2023-04-20
546319,17949,480,345.6,2023-11-12
546321,16475,192,310.0,2023-08-01
546322,14114,12,191.4,2023-09-01
546324,13265,162,307.44,2023-06-15
546326,13798,508,583.3,2023-11-30
546328,14911,1,1687.17,2023-12-29
546329,14911,1,1687.17,2023-10-19
546330,16817,79,141.45,2023-06-10
546331,13133,21,57.45,2023-07-16
546365,12520,618,987.42,2023-07-12
546366,12748,75,106.11,2023-12-10
546367,15513,504,1726.6,2023-10-29
546369,15513,10,67.5,2023-09-28
546372,13098,88,349.2,2023-03-31
546373,12583,325,712.85,2023-07-26
546374,17194,1,10.0,2023-11-25
546376,13842,115,311.07,2023-12-26
546377,15049,63,121.17,2023-09-09
546378,14329,380,578.02,2023-11-18
546380,12748,6,13.0,2023-03-06
546381,12748,9,19.74,2023-06-26
546382,18149,102,227.78,2023-09-29
546383,13654,332,312.93,2023-11-15
546384,15311,627,826.07,2023-03-09
546385,16652,744,1588.16,2023-06-26
546386,14312,91,157.65,2023-06-04
546387,16766,268,572.8,2023-11-13
546389,16801,186,751.9,2023-01-03
546390,14083,120,14.4,2023-06-12
546391,17800,69,103.65,2023-01-24
546392,14587,93,201.57,2023-05-30
546394,17164,427,627.13,2023-07-14
546396,13226,80,108.21,2023-12-28
546397,12971,51,153.75,2023-06-08
546398,13043,254,516.42,2023-12-12
546399,14352,94,231.3,2023-04-14
546401,17994,12,21.9,2023-04-06
546402,13305,84,156.6,2023-07-07
546403,16766,268,572.8,2023-07-09
546404,13509,120,127.2,2023-10-08
546405,17351,28,198.6,2023-06-09
546411,12939,736,1919.04,2023-12-17
546412,12748,13,70.29,2023-04-08
546413,17961,2,3.1,2023-10-18
546414,16768,47,183.25,2023-09-15
546415,17975,186,488.06,2023-06-20
546417,14800,536,629.25,2023-02-26
546418,17315,58,109.58,2023-03-04
546419,16693,50,153.41,2023-10-14
546420,14810,62,129.46,2023-10-06
546421,13700,333,301.04,2023-07-10
546422,15547,121,281.21,2023-04-01
546423,14502,124,220.47,2023-08-03
546424,13956,56,118.02,2023-05-06
546425,16983,187,263.59,2023-10-08
546426,13708,301,285.33,2023-05-25
546427,14606,54,103.89,2023-04-03
546428,12681,185,343.29,2023-11-24
546429,17611,367,365.37,2023-05-10
546430,15918,66,142.0,2023-05-05
546431,16954,338,414.3,2023-12-18
546432,14180,36,227.0,2023-01-08
546433,12778,152,117.93,2023-08-19
546434,12383,91,357.07,2023-05-29
546435,15671,213,356.19,2023-12-26
546436,14962,44,126.7,2023-11-30
546437,16807,311,371.23,2023-11-25
546438,15125,2224,3840.88,2023-08-17
546440,16871,256,535.02,2023-05-25
546441,15159,80,446.8,2023-01-25
546442,15159,54,207.3,2023-06-14
546443,12901,480,349.8,2023-12-29
546462,12845,144,208.8,2023-08-07
546464,13225,260,734.44,2023-05-22
546465,14395,180,360.24,2023-03-23
546466,18118,149,368.03,2023-05-28
546479,12682,187,479.4,2023-10-07
546480,13452,1,295.0,2023-09-15
546486,15039,172,377.88,2023-01-23
546498,15493,152,514.91,2023-08-14
546502,16005,72,154.92,2023-02-05
546508,15971,90,184.5,2023-08-11
546509,14911,207,522.6,2023-08-09
546510,16353,96,175.72,2023-07-10
546520,14911,498,706.6,2023-10-16
546521,16013,130,679.5,2023-04-20
546522,13319,175,373.84,2023-07-18
546523,13319,36,52.2,2023-12-24
546524,17811,45,110.84,2023-06-01
546525,14733,312,619.6,2023-08-28
546526,15061,120,285.0,2023-03-17
546527,15061,40,149.4,2023-12-16
546528,15311,1705,2329.15,2023-05-02
546530,17404,5156,4400.28,2023-02-23
546531,15738,208,391.8,2023-02-15
546532,14060,80,140.0,2023-04-17
546533,15388,88,140.54,2023-03-21
546534,16150,326,571.06,2023-01-02
546537,15005,86,181.44,2023-07-23
546538,16327,359,582.35,2023-09-12
546540,15061,404,512.28,2023-08-21
546541,14911,231,596.05,2023-02-21
546542,13263,232,305.99,2023-03-21
546543,17841,110,174.86,2023-09-29
546544,16570,232,454.08,2023-08-11
546545,16804,34,118.05,2023-06-15
546549,17799,132,258.41,2023-03-28
546550,17799,1,6.35,2023-01-22
546552,13082,192,271.5,2023-08-10
546553,13499,121,158.23,2023-01-01
546554,16037,188,251.56,2023-06-25
546555,17675,271,696.85,2023-06-30
546556,16156,122,309.02,2023-04-26
546560,12931,50,62.5,2023-10-08
546561,18260,353,533.9,2023-01-20
546562,16293,133,317.56,2023-01-21
546563,15047,222,343.62,2023-10-01
